Index,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,marital_status,education_level,kids,expenses,tem_filho,salario_por_faixa
1046,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,28,2218,1503,1356,2,Single,Graduation,0,1503,0,4
1047,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,55,2854,1677,1528,0,Divorced,2n Cycle,1,1677,1,3
1048,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,64,2853,16,14,0,Divorced,Graduation,0,16,0,1
1049,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,42,2276,889,872,0,Married,Graduation,0,889,0,3
1051,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,54,2732,1287,1097,0,Together,Graduation,1,1287,1,3
1052,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,65,2735,710,654,0,Together,Graduation,1,710,1,3
1053,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,67,2284,39,31,0,Married,Graduation,1,39,1,2
1054,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,62,2505,342,217,0,Together,Graduation,0,342,0,2
1055,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,59,2520,1998,1880,1,Together,Graduation,0,1998,0,4
1056,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,39,2583,1254,1210,2,Married,PhD,0,1254,0,4
1057,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,44,2472,20,18,0,Together,2n Cycle,2,20,1,2
1058,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,52,2317,354,312,0,Single,Master,1,354,1,3
1059,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,42,2592,17,14,0,Married,PhD,1,17,1,2
1060,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,55,2263,850,733,0,Single,Graduation,0,850,0,3
1061,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,49,2748,341,325,0,Married,Graduation,1,341,1,2
1062,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,64,2835,1302,1203,0,Married,Graduation,0,1302,0,4
1063,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,38,2475,15,15,0,Together,Graduation,1,15,1,2
1064,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,50,2671,1954,1821,1,Single,Master,0,1954,0,4
1065,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,43,2669,839,697,0,Married,Graduation,1,839,1,3
1066,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,50,2419,15,13,0,Single,Graduation,2,15,1,1
1067,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,62,2700,442,361,4,Together,PhD,0,442,0,4
1068,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,37,2216,20,17,0,Together,Graduation,1,20,1,2
1069,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,62,2263,1149,1106,0,Single,PhD,0,1149,0,3
1070,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,47,2190,1920,1882,1,Married,PhD,0,1920,0,4
1071,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,46,2223,121,109,0,Single,PhD,1,121,1,2
1073,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48,2531,70,67,0,Single,PhD,2,70,1,2
1074,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,55,2268,117,113,0,Married,PhD,2,117,1,3
1075,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,41,2485,397,370,0,Single,Graduation,1,397,1,3
1076,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,62,2186,835,802,0,Divorced,Graduation,1,835,1,4
1077,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,34,2765,715,674,0,Single,2n Cycle,0,715,0,4
1078,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,38,2591,11,10,0,Together,Master,1,11,1,2
1079,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,41,2702,902,867,0,Married,Graduation,1,902,1,3
1080,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,45,2423,1835,1808,3,Divorced,Graduation,0,1835,0,4
1081,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,41,2564,322,277,0,Married,2n Cycle,1,322,1,3
1082,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,34,2490,389,335,0,Married,Graduation,1,389,1,2
1083,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,50,2405,257,247,0,Together,Graduation,1,257,1,3
1084,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,48,2256,40,19,0,Married,Graduation,1,40,1,2
1085,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,60,2385,1323,1323,1,Single,PhD,0,1323,0,4
1086,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,68,2169,61,59,0,Married,PhD,1,61,1,3
1088,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,46,2309,546,530,1,Married,2n Cycle,1,546,1,3
1089,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,55,2188,306,300,0,Married,Graduation,2,306,1,3
1090,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,66,2648,1140,1124,0,Divorced,Graduation,0,1140,0,4
1091,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,37,2644,1059,1014,1,Single,2n Cycle,0,1059,0,4
1092,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,47,2299,16,16,0,Single,PhD,2,16,1,3
1094,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,36,2462,44,44,0,Single,PhD,1,44,1,1
1095,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,49,2464,1406,1238,2,Together,Graduation,1,1406,1,3
1096,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,37,2415,39,15,1,Married,PhD,1,39,1,2
1097,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,37,2441,273,120,1,Married,Master,0,273,0,2
1098,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,54,2688,50,4,0,Together,Basic,0,50,0,1
1099,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,42,2449,606,577,0,Married,2n Cycle,1,606,1,2
1100,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,52,2425,736,715,0,Single,Graduation,1,736,1,3
1101,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,41,2743,119,113,0,Married,PhD,1,119,1,2
1102,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,47,2567,259,186,0,Divorced,Master,2,259,1,3
1103,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,41,2346,126,117,0,Single,Graduation,1,126,1,2
1104,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,66,2747,301,272,0,Married,Graduation,1,301,1,2
1105,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,58,2717,343,302,0,Divorced,Graduation,2,343,1,2
1106,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,54,2849,1627,1532,0,Single,Graduation,2,1627,1,4
1107,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,43,2225,62,46,0,Together,Graduation,3,62,1,2
1108,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,35,2692,13,2,0,Single,Basic,0,13,0,1
1109,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,68,2350,1056,944,0,Divorced,2n Cycle,0,1056,0,3
1110,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,69,2689,887,817,1,Married,Master,1,887,1,3
1111,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53,2421,11,7,0,Single,Graduation,2,11,1,2
1112,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,42,2181,41,25,0,Married,Graduation,1,41,1,2
1113,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,44,2753,1872,1788,1,Together,Graduation,1,1872,1,4
1114,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,35,2402,1974,1935,3,Single,Graduation,0,1974,0,3
1115,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,46,2195,297,268,0,Together,2n Cycle,1,297,1,2
1116,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,52,2852,73,69,0,Married,PhD,2,73,1,2
1117,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,58,2581,1301,1289,0,Divorced,PhD,0,1301,0,4
1119,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,59,2671,295,275,0,Married,Graduation,1,295,1,2
1121,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,31,2673,71,68,0,Married,Graduation,1,71,1,2
1122,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,42,2208,26,6,0,Divorced,2n Cycle,1,26,1,1
1123,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,58,2475,68,50,0,Single,PhD,1,68,1,2
1124,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,75,2395,969,835,0,Widow,Graduation,0,969,0,3
1125,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,46,2318,58,55,0,Together,Master,1,58,1,1
1126,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,39,2381,118,91,1,Together,Graduation,1,118,1,2
1127,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,64,2812,652,620,0,Together,Graduation,2,652,1,3
1128,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,66,2388,392,373,0,Married,PhD,1,392,1,3
1129,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,34,2783,18,9,1,Single,Graduation,1,18,1,2
1130,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,77,2517,1030,1000,0,Widow,PhD,0,1030,0,3
1131,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,56,2828,1422,1385,0,Together,Graduation,1,1422,1,3
1132,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,2828,13,8,0,Married,Graduation,1,13,1,1
1133,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,46,2804,1719,1605,1,Together,Graduation,0,1719,0,4
1134,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,60,2246,224,211,0,Married,Master,1,224,1,3
1135,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,57,2191,46,44,0,Single,PhD,2,46,1,1
1136,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,44,2502,496,477,0,Married,Graduation,2,496,1,2
1137,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,46,2730,1011,1002,0,Together,Graduation,0,1011,0,3
1138,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,59,2190,1357,1344,0,Married,Graduation,0,1357,0,4
1139,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,69,2634,920,814,0,Married,Graduation,1,920,1,3
1140,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,55,2257,260,219,0,Married,Graduation,1,260,1,2
1142,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,55,2776,490,481,1,Married,Graduation,1,490,1,3
1143,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,26,2835,950,896,0,Together,Graduation,0,950,0,4
1144,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,46,2418,216,214,0,Married,PhD,1,216,1,2
1145,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,48,2561,595,584,0,Married,Graduation,1,595,1,3
1146,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,52,2518,67,59,0,Married,2n Cycle,1,67,1,2
1147,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,52,2835,93,80,0,Together,Graduation,3,93,1,2
1148,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,72,2555,893,796,0,Married,Graduation,0,893,0,4
1149,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,51,2317,1047,997,0,Single,Graduation,0,1047,0,4
1150,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,24,2291,8,0,1,Married,Basic,0,8,0,1
1152,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,30,2831,1678,1645,0,Married,PhD,0,1678,0,3
1153,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,63,2327,391,344,1,Married,Master,2,391,1,3
1154,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41,2696,61,47,0,Together,Basic,1,61,1,1
1155,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,60,2387,221,217,0,Married,Master,1,221,1,2
1156,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,68,2762,16,14,0,Married,Master,2,16,1,2
1157,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,39,2567,445,420,0,Married,Graduation,1,445,1,3
1158,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,39,2601,72,53,0,Divorced,Graduation,2,72,1,2
1159,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,29,2295,2429,2333,1,Single,Master,0,2429,0,4
1160,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,70,2691,485,466,0,Together,Graduation,1,485,1,2
1161,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,63,2699,224,213,0,Married,Graduation,1,224,1,2
1162,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,59,2685,1208,1184,1,Divorced,PhD,1,1208,1,3
1163,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,62,2581,48,8,0,Single,Basic,2,48,1,1
1164,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,2211,16,15,0,Single,Graduation,1,16,1,2
1165,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,35,2490,19,14,0,Single,Graduation,1,19,1,1
1166,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,55,2470,50,40,0,Married,Graduation,2,50,1,2
1167,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,68,2467,1000,980,1,Single,PhD,1,1000,1,3
1168,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,58,2729,151,147,0,Together,PhD,1,151,1,2
1169,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,2281,38,25,0,Married,2n Cycle,2,38,1,2
1170,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,50,2713,1713,1614,0,Divorced,Master,0,1713,0,4
1171,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,51,2748,1419,1377,2,Widow,Master,1,1419,1,3
1172,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,60,2229,67,38,0,Divorced,Graduation,1,67,1,3
1173,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,68,2291,150,140,0,Single,Graduation,1,150,1,3
1174,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,51,2592,116,93,0,Married,Master,2,116,1,2
1177,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,51,2614,1150,1139,1,Married,Master,1,1150,1,3
1178,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,48,2244,908,828,0,Married,PhD,0,908,0,4
1179,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,59,2817,1006,940,0,Widow,2n Cycle,1,1006,1,3
1180,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,43,2450,152,130,0,Married,Graduation,2,152,1,3
1181,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,61,2679,674,590,0,Married,Graduation,1,674,1,3
1182,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,62,2339,181,167,0,Married,Master,1,181,1,3
1184,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,63,2475,1084,1084,0,Together,Master,0,1084,0,3
1185,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,64,2653,656,627,1,Married,Master,1,656,1,3
1187,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,30,2402,36,29,0,Married,Graduation,0,36,0,1
1188,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,63,2292,39,29,1,Together,PhD,2,39,1,2
1189,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,55,2562,120,107,0,Together,Graduation,1,120,1,2
1190,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,63,2419,343,323,1,Together,Graduation,1,343,1,2
1191,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,65,2599,511,477,0,Together,Graduation,1,511,1,3
1192,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,48,2404,989,913,1,Together,Graduation,1,989,1,4
1193,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,51,2633,1988,1929,1,Together,Graduation,0,1988,0,3
1194,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,48,2765,221,146,0,Married,Graduation,2,221,1,3
1195,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,45,2525,120,100,0,Single,Graduation,2,120,1,2
1196,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,55,2506,496,462,0,Single,Graduation,1,496,1,3
1197,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,57,2849,148,144,0,Together,PhD,2,148,1,2
1199,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,57,2685,88,62,0,Single,Graduation,1,88,1,2
1200,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,34,2835,59,17,0,Single,Basic,1,59,1,1
1201,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,2439,16,7,0,Married,Graduation,1,16,1,2
1202,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,63,2678,748,707,1,Divorced,2n Cycle,0,748,0,4
1203,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,39,2493,62,37,1,Married,Graduation,2,62,1,2
1204,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,62,2439,84,78,0,Widow,PhD,2,84,1,2
1205,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,61,2586,1203,1191,0,Married,PhD,1,1203,1,4
1206,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,65,2419,766,721,1,Single,PhD,0,766,0,3
1207,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,34,2774,34,7,1,Married,Graduation,1,34,1,1
1208,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,45,2477,349,293,0,Married,Master,1,349,1,3
1209,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,65,2250,70,68,0,Married,Master,2,70,1,2
1210,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,49,2658,182,175,0,Divorced,Graduation,2,182,1,2
1211,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,34,2524,37,34,0,Together,PhD,1,37,1,2
1212,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,42,2299,51,39,0,Divorced,Graduation,1,51,1,2
1213,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,37,2624,46,40,0,Together,Graduation,1,46,1,2
1214,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,44,2217,28,17,0,Together,PhD,1,28,1,2
1215,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,49,2193,790,775,0,Married,Graduation,1,790,1,3
1216,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,64,2232,119,108,0,Together,Master,1,119,1,3
1217,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,48,2427,1555,1479,3,Together,Graduation,0,1555,0,4
1219,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,68,2371,145,138,0,Single,Graduation,2,145,1,2
1220,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,2321,18,15,0,Single,Basic,1,18,1,2
1221,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,53,2428,62,53,0,Married,PhD,3,62,1,3
1222,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,58,2195,833,767,1,Single,Graduation,1,833,1,4
1223,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,73,2229,666,621,0,Together,Master,0,666,0,3
1224,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,42,2853,306,261,0,Together,PhD,1,306,1,2
1225,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,49,2201,7,6,0,Divorced,Graduation,0,7,0,1
1226,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,28,2732,79,39,0,Single,Basic,1,79,1,1
1227,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,52,2609,17,13,0,Together,Graduation,2,17,1,2
